0	-0.969171
1	0.815294
2	-0.923176
3	-0.111953
4	-0.353998
5	-0.410385
6	0.23703
7	-0.77241
8	0.375511
9	0.92898
10	0.801374
11	-0.583683
12	0.71365
13	0.304149
14	-0.035992
15	-0.929048
16	0.618074
17	0.60448
18	-0.514439
19	-0.543266
20	0.715901
21	0.392011
22	0.389266
23	-0.111788
24	-0.00870034
25	0.518716
26	-0.242713
27	0.15337
28	-0.0244173
29	0.561232
30	-0.371125
31	0.712288
32	0.726104
33	0.128351
34	-0.981717
35	-0.020585
36	0.411818
37	0.654654
38	0.603934
39	-0.630104
40	0.224612
41	0.0921488
42	0.56023
43	0.711745
44	-0.133649
45	-0.734956
46	-0.414967
47	0.114482
48	-0.0621126
49	0.406599
50	-0.399124
51	0.24005
52	0.250416
53	0.428228
54	0.464254
55	0.22337
56	0.120025
57	0.187966
58	-0.200925
59	-0.900753
60	-0.0222253
61	0.86748
62	-0.322139
63	-0.348029
64	0.671293
65	0.504629
66	-0.885742
67	0.0377257
68	-0.653171
69	-0.235701
70	0.415726
71	-0.457049
72	-0.863437
73	-0.303206
74	0.495042
75	0.420342
76	-0.455518
77	-0.904793
78	0.778932
79	-0.844133
80	0.59126
81	-0.783653
82	0.813274
83	0.813853
84	-0.233326
85	0.201116
86	0.884882
87	0.612819
88	0.625592
89	-0.82217
90	0.703999
91	-0.286143
92	0.585295
93	-0.55471
94	0.569625
95	0.748283
96	-0.0711802
97	0.532223
98	0.528425
99	0.0460938
100	-0.861554
101	0.567883
102	0.300022
103	-0.693661
104	-0.921136
105	-0.941584
106	-0.453856
107	-0.188674
108	0.980766
109	-0.340552
110	-0.81626
111	0.746106
112	-0.941456
113	-0.787047
114	0.564498
115	-0.958183
116	0.502843
117	0.552834
118	-0.447022
119	0.996251
120	0.748263
121	-0.713142
122	0.827097
123	0.0987682
124	0.71344
125	-0.127735
126	-0.50181
127	0.642052
128	-0.81402
129	-0.710988
130	-0.289839
131	0.263906
132	-0.1244
133	-0.0195905
134	0.940995
135	0.233534
136	-0.261187
137	-0.491196
138	0.914504
139	0.564725
140	0.997392
141	0.628666
142	-0.639177
143	-0.329199
144	-0.50337
145	0.806433
146	-0.727422
147	0.821732
148	0.500379
149	0.242854
150	0.127762
151	-0.0472368
152	0.176523
153	-0.662509
154	0.0341897
155	0.0173653
156	0.523617
157	-0.534037
158	-0.455559
159	-0.0319787
160	0.618042
161	0.639108
162	-0.448892
163	-0.739913
164	-0.73171
165	0.831543
166	0.162686
167	-0.538235
168	-0.447383
169	0.788187
170	0.649921
171	-0.146533
172	-0.452178
173	-0.744207
174	-0.283919
175	-0.16989
176	0.746576
177	-0.312064
178	-0.335834
179	-0.721076
180	-0.719401
181	0.413355
182	-0.90256
183	0.973386
184	0.845722
185	-0.552885
186	-0.909134
187	-0.737903
188	-0.952814
189	0.00125266
190	-0.78939
191	-0.91755
192	-0.709597
193	-0.712884
194	0.14328
195	0.516673
196	-0.968814
197	0.397403
198	-0.76112
199	0.937195
200	-0.476428
201	-0.554801
202	-0.909219
203	0.245787
204	0.672662
205	0.284547
206	-0.102286
207	-0.936001
208	-0.619698
209	0.137914
210	0.208437
211	-0.970013
212	-0.814683
213	-0.562573
214	0.57736
215	0.928915
216	0.0257866
217	-0.193071
218	0.403015
219	-0.657962
220	-0.27664
221	-0.939535
222	0.931323
223	0.236026
224	-0.900182
225	-0.409795
226	0.138751
227	0.602702
228	0.431295
229	-0.184822
230	-0.570458
231	-0.644587
232	0.8293
233	0.244653
234	0.155377
235	-0.572057
236	-0.1304
237	0.990992
238	-0.329448
239	0.922809
240	-0.213658
241	-0.407898
242	-0.347452
243	0.516832
244	0.381545
245	-0.849911
246	-0.165268
247	-0.266944
248	-0.302014
249	0.96863
250	-0.891067
251	-0.509238
252	0.851173
253	-0.983631
254	-0.43879
255	-0.807908
256	0.254678
257	0.127996
258	-0.289106
259	-0.081582
260	-0.000299468
261	-0.619448
262	-0.256177
263	-0.202766
264	-0.781948
265	-0.416872
266	-0.515203
267	0.747246
268	0.877398
269	0.35792
270	0.266945
271	0.383141
272	0.29466
273	-0.534694
274	-0.341336
275	-0.588963
276	0.530256
277	-0.537878
278	0.539908
279	0.200887
280	-0.779233
281	0.638907
282	-0.477016
283	-0.00547111
284	-0.0444927
285	0.647952
286	-0.160919
287	-0.709819
288	-0.705632
289	-0.969741
290	0.117186
291	-0.990219
292	0.407346
293	0.727939
294	0.929614
295	0.0598171
296	-0.80593
297	-0.0876263
298	0.437366
299	-0.424598
300	0.873954
301	-0.61796
302	-0.785782
303	0.509049
304	0.340533
305	-0.766989
306	0.542543
307	0.0885266
308	0.119206
309	0.356709
310	0.74423
311	-0.89737
312	0.284647
313	-0.0182531
314	-0.0691703
315	-0.159219
316	-0.932819
317	0.389019
318	-0.171347
319	0.954867
320	0.647666
321	-0.937579
322	0.863578
323	-0.546702
324	-0.495104
325	0.89353
326	0.689682
327	0.683092
328	0.992012
329	0.170521
330	0.934655
331	0.49217
332	-0.911577
333	-0.48602
334	-0.361317
335	-0.941456
336	-0.33251
337	0.770793
338	-0.886315
339	0.174548
340	0.459824
341	0.268892
342	0.584433
343	0.412734
344	-0.843826
345	0.428556
346	0.736219
347	-0.313045
348	-0.0828945
349	0.209599
350	-0.664145
351	-0.35007
352	0.730227
353	-0.531108
354	-0.529575
355	0.311158
356	0.526656
357	-0.73884
358	-0.875651
359	-0.328498
360	-0.659556
361	-0.778892
362	0.159052
363	0.289322
364	-0.1726
365	0.2311
