0	-1
1	-0.998029
2	-0.916738
3	-0.646715
4	-0.270796
5	-0.817339
6	-0.815405
7	-0.0255656
8	0.0535006
9	-0.0911332
10	-0.533643
11	0.662584
12	0.863463
13	0.136119
14	0.112189
15	-0.898336
16	0.534102
17	-0.96217
18	-0.49528
19	-0.403606
20	0.751962
21	0.0631137
22	0.840522
23	0.0308623
24	0.620859
25	-0.623159
26	0.772629
27	0.141228
28	-0.846451
29	0.630548
30	0.969782
31	-0.763297
32	0.787812
33	0.568967
34	-0.798167
35	-0.493379
36	-0.960317
37	-0.243245
38	0.357755
39	0.361846
40	0.505413
41	-0.987541
42	0.248813
43	-0.747075
44	0.2351
45	0.541857
46	-0.626928
47	-0.0065566
48	0.0190008
49	-0.368122
50	0.403405
51	-0.265507
52	0.752625
53	-0.258011
54	0.0505048
55	-0.144331
56	0.0854864
57	0.335957
58	-0.657716
59	0.661558
60	0.723811
61	0.538442
62	-0.894841
63	0.933459
64	-0.331432
65	-0.835807
66	-0.459371
67	-0.851475
68	0.352452
69	0.620317
70	-0.0715775
71	0.13837
72	0.024406
73	0.173021
74	0.477517
75	0.743378
76	0.155935
77	0.929407
78	-0.332941
79	-0.214344
80	-0.646145
81	-0.776262
82	0.705362
83	0.622344
84	0.909775
85	0.808566
86	-0.722169
87	0.372375
88	-0.746025
89	-0.99182
90	-0.998994
91	-0.614096
92	0.17356
93	-0.250082
94	-0.946428
95	-0.0704694
96	0.570686
97	-0.11553
98	-0.424192
99	0.706706
100	0.0519439
101	0.456833
102	-0.467371
103	0.566968
104	-0.0639116
105	-0.606005
106	-0.105646
107	0.45688
108	0.932186
109	0.513682
110	-0.0678862
111	0.737933
112	-0.731921
113	0.692105
114	-0.963825
115	0.88171
116	0.340164
117	0.599943
118	-0.713566
119	0.220921
120	0.816565
121	0.548829
122	-0.267871
123	0.888576
124	0.769643
125	-0.109658
126	-0.673943
127	-0.150365
128	-0.0402922
129	-0.937743
130	0.21686
131	0.584522
132	-0.635006
133	0.0502426
134	0.797518
135	-0.38242
136	0.885252
137	-0.223951
138	0.861025
139	0.822768
140	-0.324563
141	0.0656246
142	0.404155
143	0.942021
144	0.53617
145	0.503883
146	-0.818272
147	0.707933
148	-0.650711
149	-0.960459
150	-0.161893
151	-0.40726
152	-0.243535
153	-0.162567
154	-0.723104
155	-0.238307
156	-0.40044
157	-0.957976
158	-0.522395
159	-0.925781
160	-0.557882
161	0.0508691
162	-0.0109496
163	0.765044
164	0.54766
165	-0.881995
166	-0.760397
167	0.0956025
168	-0.316169
169	-0.0863762
170	0.176243
171	0.1703
172	-0.860146
173	0.637863
174	-0.193679
175	0.170966
176	-0.617678
177	0.784554
178	-0.647336
179	-0.584593
180	-0.768504
181	-0.682171
182	0.985288
183	0.363142
184	0.623592
185	0.28443
186	-0.341315
187	0.475107
188	0.646965
189	0.442522
190	0.315965
191	-0.282451
192	0.22073
193	-0.169993
194	0.629908
195	0.547931
196	-0.451378
197	-0.910516
198	0.202082
199	0.0281822
200	0.260429
201	-0.638214
202	-0.442998
203	-0.0950215
204	0.285972
205	0.485664
206	-0.172689
207	0.236104
208	0.236579
209	0.708873
210	-0.637086
211	-0.384144
212	-0.953344
213	-0.981636
214	0.902906
215	0.98151
216	-0.59012
217	0.208186
218	0.871305
219	0.119135
220	0.0937324
221	-0.121744
222	-0.100496
223	-0.386389
224	-0.598372
225	-0.568401
226	-0.900209
227	-0.580878
228	0.149127
229	0.82964
230	-0.16878
231	0.308318
232	-0.288599
233	0.173405
234	-0.216109
235	-0.9323
236	-0.428967
237	-0.816792
238	-0.111231
239	0.851873
240	0.842568
241	0.211855
242	0.722292
243	-0.970566
244	0.373402
245	0.689137
246	-0.740706
247	-0.880688
248	-0.973856
249	-0.217683
250	0.731352
251	-0.969885
252	0.848577
253	0.773438
254	0.324137
255	0.309822
256	-0.84732
257	-0.814046
258	-0.993496
259	0.0533402
260	0.579513
261	0.308037
262	0.0917851
263	0.596777
264	0.453506
265	-0.493371
266	-0.489508
267	-0.723291
268	-0.0341015
269	-0.0648267
270	-0.798248
271	0.00842842
272	0.71679
273	-0.979905
274	0.643141
275	0.928635
276	-0.961081
277	0.859239
278	-0.873839
279	-0.924076
280	-0.619486
281	-0.446669
282	-0.105372
283	0.298764
284	-0.697753
285	-0.0256893
286	0.299315
287	0.0685596
288	-0.286395
289	-0.211767
290	0.443985
291	0.449404
292	-0.387718
293	-0.786839
294	0.821559
295	0.481828
296	-0.521885
297	0.302688
298	-0.263177
299	-0.947637
300	0.698516
301	-0.916368
302	-0.887758
303	-0.147923
304	-0.0405335
305	0.00338896
306	0.961053
307	0.215011
308	0.825312
309	0.500833
310	0.427626
311	0.942265
312	-0.941577
313	-0.471423
314	-0.963379
315	-0.838648
316	-0.690728
317	-0.771296
318	0.513075
319	0.876498
320	-0.742392
321	0.185223
322	-0.754952
323	0.198356
324	-0.868254
325	-0.487949
326	-0.175099
327	0.896775
328	-0.293009
329	-0.966007
330	0.946851
331	0.524717
332	0.72395
333	-0.189739
334	0.735734
335	-0.926477
336	-0.583042
337	-0.153333
338	0.969646
339	0.128705
340	0.152524
341	-0.0635544
342	-0.0716803
343	0.522241
344	-0.395831
345	-0.165487
346	-0.802952
347	-0.726308
348	0.396275
349	-0.639104
350	0.786154
351	0.461758
352	-0.395426
353	-0.717563
354	0.648199
355	-0.115594
356	0.180225
357	0.955244
358	0.00537806
359	0.795319
360	0.449617
361	-0.477436
362	-0.08993
363	-0.476085
364	0.920977
365	-0.966139
366	0.880878
367	0.803922
368	-0.804258
369	0.042245
370	-0.830597
371	0.590804
372	0.737821
373	-0.808437
374	0.760543
375	-0.987988
376	-0.595977
377	-0.0547217
378	0.288462
379	0.867936
380	-0.803148
381	0.141796
382	0.0151659
